NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_A12G1054	Zm00001d004473	1:m	1034155
Gh_A05G2038	Zm00001d023694	1:m	1034152
Gh_A05G2797	Zm00001d017985	n:m	1034151
Gh_D10G0226	Zm00001d013927	n:1	1034096
Gh_A07G2067	Zm00001d035915	n:m	1034091
Gh_A08G0269	Zm00001d006085	n:m	1034019
Gh_D06G0419	Zm00001d015526	n:m	1034016
Gh_A13G2302	Zm00001d036108	n:m	1034010
Gh_A05G3086	Zm00001d019262	n:m	1034009
Gh_D07G1462	Zm00001d021051	n:m	1034008
Gh_D05G2567	Zm00001d046600	n:m	1034007
Gh_A06G0708	Zm00001d045025	n:m	1033955
Gh_D08G1556	Zm00001d047067	n:m	1033954
Gh_D06G0816	Zm00001d052101	n:m	1033952
Gh_A09G1010	Zm00001d007031	n:m	1033949
Gh_D08G0127	Zm00001d029263	n:m	1033947
Gh_D09G1036	Zm00001d022307	n:m	1033945
Gh_D13G0615	Zm00001d021652	n:m	1033922
Gh_A13G0516	Zm00001d006510	n:m	1033921
Gh_A12G1219	Zm00001d019562	n:m	1033920
Gh_A12G1098	Zm00001d040697	n:m	1033881
Gh_A08G1067	Zm00001d010920	n:m	1033879
Gh_D11G2282	Zm00001d007661	n:m	1033862
Gh_D02G1391	Zm00001d027493	1:m	1033847
Gh_D05G1680	Zm00001d017897	1:m	1033755
Gh_A11G2780	Zm00001d043112	n:m	1033733
Gh_A09G2181	Zm00001d012536	n:m	1033728
Gh_D07G0649	Zm00001d016949	1:m	1033713
Gh_D05G0766	Zm00001d031060	1:m	1033688
Gh_D11G3277	Zm00001d017279	n:m	1033601
Gh_A04G0620	Zm00001d017276	n:m	1033596
Gh_A09G1397	Zm00001d003015	n:m	1033595
Gh_D01G2080	Zm00001d017275	n:m	1033594
Gh_A13G0962	Zm00001d015389	1:m	1033565
Gh_D11G2323	Zm00001d012794	n:1	1033529
Gh_D09G0615	Zm00001d053963	1:m	1033523
Gh_D07G2283	Zm00001d003268	1:m	1033500
Gh_A05G3274	Zm00001d043207	1:m	1033491
Gh_D05G3606	Zm00001d009879	1:m	1033438
Gh_A11G1427	Zm00001d032362	1:m	1033432
Gh_D10G1375	Zm00001d043548	n:m	1033403
Gh_A10G1125	Zm00001d012787	n:m	1033401
Gh_A03G0695	Zm00001d028143	1:m	1033393
Gh_D08G1381	Zm00001d051430	1:m	1033266
Gh_D05G2395	Zm00001d030299	1:m	1033101
Gh_A01G1093	Zm00001d020541	1:m	1033100
Gh_D01G0930	Zm00001d034492	n:m	1033084
Gh_D12G2672	Zm00001d039062	1:m	1033069
Gh_A11G0436	Zm00001d053101	1:m	1033032
Gh_D04G1651	Zm00001d014753	n:m	1033000
Gh_A01G1407	Zm00001d036432	n:m	1032999
Gh_D08G0523	Zm00001d019481	1:m	1032982
Gh_D10G0777	Zm00001d016602	1:m	1032963
Gh_D10G0585	Zm00001d009417	n:m	1032943
Gh_D06G2044	Zm00001d038865	n:m	1032941
Gh_A08G2370	Zm00001d025878	1:m	1032891
Gh_D09G1604	Zm00001d024539	1:01	1032856
Gh_D12G1156	Zm00001d045028	n:m	1032855
Gh_D03G0677	Zm00001d037105	n:m	1032853
Gh_A05G1524	Zm00001d015612	1:m	1032835
Gh_A08G2323	Zm00001d012998	1:m	1032814
Gh_D08G0289	Zm00001d053636	n:m	1032787
Gh_D08G0527	Zm00001d053632	n:m	1032785
Gh_A07G2230	Zm00001d053635	n:m	1032783
Gh_A04G0084	Zm00001d053633	n:m	1032779
Gh_D07G1599	Zm00001d049942	n:m	1032778
Gh_A13G1144	Zm00001d053630	n:m	1032776
Gh_A01G1401	Zm00001d046972	n:m	1032718
Gh_A09G0814	Zm00001d009350	n:m	1032516
Gh_A08G1671	Zm00001d027760	1:m	1032473
Gh_D08G0034	Zm00001d038381	n:m	1032470
Gh_D01G2137	Zm00001d035619	n:m	1032459
Gh_A13G1759	Zm00001d033146	n:m	1032458
Gh_D08G0035	Zm00001d047787	n:m	1032440
Gh_A01G1880	Zm00001d012837	n:m	1032439
Gh_D13G1500	Zm00001d033822	n:m	1032434
Gh_A10G0073	Zm00001d045782	1:m	1032392
Gh_A06G1921	Zm00001d005751	n:m	1032349
Gh_D06G1968	Zm00001d020485	n:m	1032347
Gh_Sca004934G01	Zm00001d022551	1:m	1032291
Gh_D05G0692	Zm00001d015837	n:m	1032266
Gh_A05G0563	Zm00001d053664	n:m	1032259
Gh_A13G1917	Zm00001d047746	1:m	1032235
Gh_A08G1677	Zm00001d034460	n:m	1032098
Gh_D08G2437	Zm00001d017979	n:m	1032076
Gh_D01G1382	Zm00001d033751	n:m	1032063
Gh_A13G0109	Zm00001d030005	1:m	1031987
Gh_D12G1524	Zm00001d013426	n:m	1031977
Gh_Sca005608G01	Zm00001d028497	n:m	1031964
Gh_A08G2404	Zm00001d038955	n:m	1031963
Gh_D09G1803	Zm00001d009504	n:m	1031954
Gh_D10G0035	Zm00001d037279	n:m	1031953
Gh_A13G0044	Zm00001d028495	n:m	1031949
Gh_A08G0825	Zm00001d025892	n:m	1031894
Gh_D03G0083	Zm00001d047940	1:m	1031852
Gh_D13G0568	Zm00001d045911	1:m	1031809
Gh_D10G1868	Zm00001d012503	1:m	1031803
Gh_D05G1410	Zm00001d012710	n:m	1031794
Gh_D10G0393	Zm00001d043407	n:m	1031793
Gh_A05G3337	Zm00001d010262	1:m	1031773
Gh_A05G1311	Zm00001d011347	1:m	1031765
Gh_A09G1113	Zm00001d004956	1:m	1031746
Gh_D07G0074	Zm00001d012557	1:m	1031739
Gh_A05G3012	Zm00001d028921	n:m	1031668
Gh_D04G0639	Zm00001d047603	n:m	1031659
Gh_A01G1055	Zm00001d047667	1:m	1031657
Gh_D13G0981	Zm00001d028731	1:m	1031642
Gh_A08G0398	Zm00001d018403	n:m	1031539
Gh_D08G0489	Zm00001d010804	n:m	1031536
Gh_A13G1070	Zm00001d043863	1:m	1031491
Gh_D13G0319	Zm00001d011668	n:m	1031467
Gh_D04G1641	Zm00001d038879	n:m	1031466
Gh_D03G1729	Zm00001d016810	1:m	1031461
Gh_A12G0398	Zm00001d009436	n:m	1031460
Gh_D05G1886	Zm00001d033303	1:m	1031448
Gh_D13G1931	Zm00001d018531	n:m	1031424
Gh_D11G2537	Zm00001d018439	1:m	1031408
Gh_A07G0847	Zm00001d010986	1:m	1031344
Gh_D05G3939	Zm00001d016839	1:m	1031343
Gh_A05G0837	Zm00001d022332	1:m	1031342
Gh_D08G1499	Zm00001d044278	1:m	1031341
Gh_A02G0332	Zm00001d044629	1:m	1031340
Gh_A06G0753	Zm00001d041757	n:m	1031339
Gh_D06G1273	Zm00001d013135	1:01	1031262
Gh_D04G0698	Zm00001d030019	n:m	1031236
Gh_A13G0211	Zm00001d039740	n:m	1031215
Gh_A08G2147	Zm00001d045217	1:m	1031205
Gh_D07G1561	Zm00001d034866	1:m	1031195
Gh_A13G1625	Zm00001d045108	1:m	1031177
Gh_A01G1426	Zm00001d051416	n:m	1031159
Gh_D13G1603	Zm00001d039142	n:m	1031056
Gh_D01G1664	Zm00001d017540	n:m	1031050
Gh_D11G0475	Zm00001d021929	n:m	1031047
Gh_D05G1687	Zm00001d009431	n:m	1031044
Gh_A10G0409	Zm00001d014367	n:m	1031039
Gh_A05G1516	Zm00001d043727	n:m	1031037
Gh_D02G0614	Zm00001d041582	1:m	1030977
Gh_D12G0733	Zm00001d046613	1:m	1030957
Gh_D10G2384	Zm00001d010126	1:m	1030941
Gh_A10G1208	Zm00001d042395	n:m	1030874
Gh_D07G0438	Zm00001d039758	1:m	1030846
Gh_D08G0589	Zm00001d017236	n:m	1030802
Gh_A08G0502	Zm00001d017238	n:m	1030801
Gh_A07G0045	Zm00001d015999	1:m	1030771
Gh_A07G0990	Zm00001d041988	1:m	1030770
Gh_D08G1550	Zm00001d015301	n:m	1030709
Gh_D09G1877	Zm00001d009509	n:m	1030708
Gh_D08G1758	Zm00001d053863	n:m	1030707
Gh_A08G1261	Zm00001d004009	n:m	1030706
Gh_A05G2454	Zm00001d013664	1:m	1030695
Gh_D09G1007	Zm00001d028720	1:m	1030660
Gh_A10G0805	Zm00001d048574	n:m	1030624
Gh_A13G0991	Zm00001d051359	n:m	1030620
Gh_D03G0266	Zm00001d021956	n:m	1030619
Gh_D13G1239	Zm00001d002734	n:m	1030618
Gh_A10G1449	Zm00001d012932	1:m	1030599
Gh_D06G1103	Zm00001d047443	1:m	1030584
Gh_A09G1802	Zm00001d032804	1:m	1030571
Gh_D06G1257	Zm00001d025907	1:m	1030541
Gh_D01G0352	Zm00001d031825	1:m	1030513
Gh_A01G2138	Zm00001d032979	n:m	1030421
Gh_A04G0451	Zm00001d027811	n:m	1030418
Gh_A11G0053	Zm00001d045673	1:m	1030417
Gh_A12G1823	Zm00001d038091	1:m	1030411
Gh_D12G0791	Zm00001d014286	n:1	1030396
Gh_D12G1192	Zm00001d049756	1:m	1030379
Gh_A08G1299	Zm00001d004196	1:m	1030314
Gh_D03G0225	Zm00001d014763	1:m	1030308
Gh_A02G1409	Zm00001d025919	1:m	1030303
Gh_D03G1378	Zm00001d029077	1:m	1030244
Gh_A02G0635	Zm00001d029342	1:m	1030243
Gh_A01G1548	Zm00001d041833	1:m	1030242
Gh_D02G0651	Zm00001d016988	1:m	1030239
Gh_D06G1846	Zm00001d017544	1:m	1030237
Gh_D12G0202	Zm00001d005295	1:m	1030178
Gh_A01G0731	Zm00001d054013	1:m	1030176
Gh_A10G1275	Zm00001d048132	n:m	1030082
Gh_A05G3176	Zm00001d028053	n:m	1030081
Gh_A13G1027	Zm00001d029530	1:m	1030062
Gh_D11G0283	Zm00001d030020	n:m	1030000
Gh_D12G2835	Zm00001d033405	1:01	1029992
Gh_D01G2039	Zm00001d052494	n:m	1029963
Gh_A09G1929	Zm00001d018961	1:m	1029941
Gh_A01G1799	Zm00001d023379	n:m	1029938
Gh_A13G0547	Zm00001d026619	n:m	1029936
Gh_A03G0177	Zm00001d040446	1:m	1029934
Gh_A03G1481	Zm00001d001831	n:m	1029933
Gh_A13G1953	Zm00001d008597	1:m	1029875
Gh_A06G0869	Zm00001d030584	1:m	1029872
Gh_A11G2382	Zm00001d009929	1:m	1029862
Gh_A11G0880	Zm00001d003415	1:01	1029841
Gh_A08G0155	Zm00001d039154	1:m	1029778
Gh_D09G0780	Zm00001d049548	1:m	1029706
Gh_A09G2061	Zm00001d047640	1:m	1029678
Gh_A11G1678	Zm00001d048892	n:m	1029653
Gh_A12G0578	Zm00001d007600	n:m	1029650
Gh_D02G2042	Zm00001d050225	1:m	1029649
Gh_A07G0191	Zm00001d045121	n:m	1029618
Gh_A05G0403	Zm00001d018383	n:m	1029617
Gh_D13G1994	Zm00001d035838	n:m	1029615
Gh_A10G1138	Zm00001d039563	1:m	1029578
Gh_A07G0006	Zm00001d054001	1:m	1029524
Gh_D07G1318	Zm00001d011121	1:m	1029474
Gh_A06G1402	Zm00001d014626	1:m	1029473
Gh_Sca040618G01	Zm00001d043323	n:m	1029459
Gh_A06G0693	Zm00001d020623	n:m	1029420
Gh_A13G1682	Zm00001d005819	n:m	1029411
Gh_A03G0388	Zm00001d003761	n:m	1029410
Gh_D10G1184	Zm00001d034108	1:m	1029348
Gh_D01G0634	Zm00001d053822	1:m	1029334
Gh_D13G0325	Zm00001d031939	n:m	1029308
Gh_A08G0794	Zm00001d052009	1:m	1029289
Gh_D05G0035	Zm00001d023373	1:m	1029263
Gh_A01G0793	Zm00001d027384	1:m	1029249
Gh_D07G1127	Zm00001d049563	1:m	1029226
Gh_D10G0583	Zm00001d044503	1:m	1029083
Gh_D03G0992	Zm00001d025984	1:m	1029081
Gh_D02G1085	Zm00001d012168	n:m	1029065
Gh_A10G1265	Zm00001d042530	n:m	1029059
Gh_D04G0136	Zm00001d014766	1:m	1029043
Gh_D01G1792	Zm00001d010189	n:m	1029018
Gh_A01G1542	Zm00001d038330	n:m	1029016
Gh_D06G2247	Zm00001d008432	n:m	1028807
Gh_D11G1401	Zm00001d014093	1:m	1028804
Gh_A11G1378	Zm00001d031212	n:m	1028799
Gh_A11G0253	Zm00001d045618	n:m	1028663
Gh_A08G0591	Zm00001d013289	n:m	1028653
Gh_A08G1486	Zm00001d053952	n:m	1028637
Gh_D08G0499	Zm00001d033990	n:m	1028635
Gh_D09G0583	Zm00001d038147	1:m	1028634
Gh_D11G3184	Zm00001d034364	1:m	1028611
Gh_A08G1978	Zm00001d001983	1:m	1028578
Gh_D08G1260	Zm00001d049550	1:m	1028538
Gh_D04G1121	Zm00001d028705	1:01	1028537
Gh_A12G1756	Zm00001d003902	1:m	1028471
Gh_D05G2388	Zm00001d023564	1:m	1028465
Gh_A08G0382	Zm00001d037916	n:m	1028423
Gh_D12G1323	Zm00001d042241	n:m	1028421
Gh_A13G1706	Zm00001d011193	n:m	1028395
Gh_A12G0184	Zm00001d013225	n:m	1028379
Gh_D12G0185	Zm00001d013228	n:m	1028378
Gh_A12G2133	Zm00001d037034	1:m	1028254
Gh_D05G0716	Zm00001d031364	n:m	1028211
Gh_A13G1883	Zm00001d031349	n:m	1028209
Gh_D13G2270	Zm00001d031379	n:m	1028208
Gh_D07G1721	Zm00001d027727	1:01	1028206
Gh_D04G1452	Zm00001d015366	n:m	1028175
Gh_A03G1456	Zm00001d053807	n:m	1028174
Gh_A01G0068	Zm00001d039899	1:m	1028162
Gh_D11G2297	Zm00001d041475	1:m	1028148
Gh_D11G3492	Zm00001d009493	n:m	1028125
Gh_A11G1540	Zm00001d038932	n:m	1028124
Gh_A04G0028	Zm00001d012601	n:m	1028103
Gh_A13G1092	Zm00001d043229	n:m	1028101
Gh_A11G0190	Zm00001d006175	1:m	1028060
Gh_D07G0460	Zm00001d003847	n:m	1027954
Gh_A03G0491	Zm00001d025273	n:m	1027893
Gh_A09G2205	Zm00001d016664	n:m	1027888
Gh_A05G3201	Zm00001d047302	n:m	1027881
Gh_D06G1077	Zm00001d015520	1:m	1027871
Gh_D07G0689	Zm00001d038806	1:m	1027870
Gh_A09G0104	Zm00001d029557	n:m	1027867
Gh_D08G2368	Zm00001d039483	n:m	1027834
Gh_A08G1973	Zm00001d024319	n:m	1027833
Gh_D10G2358	Zm00001d035752	n:m	1027824
Gh_D13G0176	Zm00001d011100	n:m	1027823
Gh_D11G0856	Zm00001d034894	1:m	1027806
Gh_A08G2319	Zm00001d024507	n:m	1027786
Gh_A08G2347	Zm00001d028585	n:m	1027717
Gh_D11G2299	Zm00001d049494	n:m	1027714
Gh_D04G0464	Zm00001d053591	1:m	1027637
Gh_D07G2477	Zm00001d025652	1:m	1027620
Gh_D05G3441	Zm00001d009554	1:m	1027588
Gh_D10G2060	Zm00001d002961	1:m	1027551
Gh_A13G1210	Zm00001d033708	1:m	1027548
Gh_A13G0404	Zm00001d028296	1:m	1027512
Gh_D05G2100	Zm00001d046836	n:m	1027507
Gh_Sca005213G02	Zm00001d012087	n:m	1027506
Gh_D05G2397	Zm00001d024908	1:m	1027393
Gh_Sca004717G05	Zm00001d050923	n:m	1027358
Gh_A11G2298	Zm00001d022240	n:m	1027283
Gh_D11G2609	Zm00001d010714	n:m	1027280
Gh_A05G3735	Zm00001d053954	1:01	1027260
Gh_A08G0924	Zm00001d034897	1:m	1027248
Gh_D13G2249	Zm00001d019950	1:m	1027241
Gh_D12G0287	Zm00001d053747	1:m	1027106
Gh_A05G3939	Zm00001d023239	n:m	1027093
Gh_A12G0078	Zm00001d032160	n:m	1027044
Gh_A12G0103	Zm00001d017826	n:m	1027026
Gh_A13G0557	Zm00001d020963	n:m	1027022
Gh_D12G0115	Zm00001d006040	n:m	1027021
Gh_D13G0573	Zm00001d051626	n:m	1027019
Gh_A03G0575	Zm00001d038841	1:m	1026998
Gh_D13G0672	Zm00001d032556	n:m	1026867
Gh_A07G2145	Zm00001d052680	n:m	1026865
Gh_D11G1396	Zm00001d026391	n:m	1026864
Gh_D08G0704	Zm00001d033620	1:m	1026863
Gh_A09G1794	Zm00001d048318	n:m	1026816
Gh_A12G1229	Zm00001d051848	1:m	1026814
Gh_D09G1916	Zm00001d027848	n:m	1026813
Gh_D09G2456	Zm00001d052921	1:m	1026782
Gh_D12G2409	Zm00001d052462	n:m	1026699
Gh_A05G3604	Zm00001d004976	n:m	1026698
Gh_A07G1866	Zm00001d048119	n:m	1026676
Gh_D07G1524	Zm00001d028034	n:m	1026669
Gh_A06G1502	Zm00001d038093	1:m	1026668
Gh_D02G0877	GRMZM5G801074	1:01	1026644
Gh_D07G1818	Zm00001d034565	n:m	1026579
Gh_A11G1472	Zm00001d028597	n:m	1026576
Gh_A06G1929	Zm00001d027401	n:m	1026448
Gh_A05G2468	Zm00001d015401	n:m	1026445
Gh_D02G0383	Zm00001d013597	1:m	1026417
Gh_D09G1622	Zm00001d025820	1:m	1026394
Gh_D09G1960	Zm00001d028218	n:m	1026368
Gh_A09G1839	Zm00001d048081	n:m	1026366
Gh_Sca004851G02	Zm00001d028038	1:m	1026365
Gh_A12G2202	Zm00001d035901	n:m	1026301
Gh_A09G1842	Zm00001d051422	1:01	1026299
Gh_A13G0782	Zm00001d029201	n:m	1026298
Gh_A08G0947	Zm00001d045577	n:m	1026297
Gh_D12G2381	Zm00001d035902	n:m	1026296
Gh_A02G0937	Zm00001d054084	n:m	1026295
Gh_D13G0920	Zm00001d047462	n:m	1026294
Gh_A12G1071	Zm00001d006124	1:m	1026126
Gh_D07G1451	Zm00001d053931	1:m	1026094
Gh_A04G1203	Zm00001d007945	1:m	1026083
Gh_A13G0969	Zm00001d047241	1:m	1026048
Gh_D03G0512	Zm00001d006565	n:m	1026001
Gh_A08G2305	Zm00001d021721	n:m	1026000
Gh_D05G2021	Zm00001d042794	1:m	1025987
Gh_D05G0063	Zm00001d034423	n:m	1025952
Gh_A05G3673	Zm00001d012121	n:m	1025951
Gh_A04G0419	Zm00001d020971	1:m	1025915
Gh_A13G0776	Zm00001d021666	1:m	1025796
Gh_D05G2742	Zm00001d023439	1:m	1025758
Gh_D13G1268	Zm00001d026000	1:m	1025727
Gh_A13G1514	Zm00001d006645	n:m	1025694
Gh_D13G1844	Zm00001d021877	n:m	1025693
Gh_A05G2401	Zm00001d052335	n:m	1025467
Gh_A10G0810	Zm00001d005279	n:m	1025450
Gh_A05G3141	Zm00001d003381	1:m	1025448
Gh_D08G2095	Zm00001d028709	n:m	1025332
Gh_A07G2109	Zm00001d031635	n:m	1025256
Gh_A08G0714	Zm00001d028348	n:m	1025238
Gh_D06G1170	Zm00001d047984	n:m	1025237
Gh_D03G1381	Zm00001d036835	n:m	1025234
Gh_A08G0345	Zm00001d017696	n:m	1025225
Gh_D08G2167	Zm00001d002042	1:m	1025223
Gh_D12G0699	Zm00001d007952	n:m	1025215
Gh_A05G2945	Zm00001d006097	n:m	1025207
Gh_D10G0951	Zm00001d034129	n:m	1025202
Gh_A06G0019	Zm00001d016443	1:m	1025196
Gh_A05G3726	Zm00001d023582	1:m	1025195
Gh_D05G3875	Zm00001d007234	n:m	1025194
Gh_D07G1635	Zm00001d044277	1:m	1025172
Gh_D06G1572	Zm00001d048346	n:m	1025091
Gh_A06G1247	Zm00001d006871	n:m	1025088
Gh_A10G0476	Zm00001d048256	n:m	1025087
Gh_D04G0534	Zm00001d003922	1:m	1025021
Gh_A11G2972	Zm00001d045606	n:m	1024911
Gh_A11G1832	Zm00001d048890	n:m	1024909
Gh_D12G1410	Zm00001d042884	1:m	1024907
Gh_D12G2143	Zm00001d045251	n:m	1024905
Gh_D07G0467	Zm00001d052678	n:m	1024812
Gh_A13G0845	Zm00001d001812	1:m	1024722
Gh_A11G0180	Zm00001d012845	n:m	1024673
Gh_D11G0190	Zm00001d034857	n:m	1024672
Gh_A10G0680	Zm00001d008736	n:m	1024669
Gh_A07G1682	Zm00001d024292	1:m	1024597
Gh_A05G1664	Zm00001d045021	n:m	1024566
Gh_D05G1852	Zm00001d027805	n:m	1024565
Gh_D04G0758	Zm00001d036057	n:m	1024409
Gh_A05G2968	Zm00001d039560	n:m	1024408
Gh_A11G0709	Zm00001d011185	n:m	1024322
Gh_Sca109537G01	Zm00001d035610	n:m	1024321
Gh_A07G1879	Zm00001d044237	n:m	1024319
Gh_D07G2093	Zm00001d044231	n:m	1024316
Gh_D13G2306	Zm00001d011050	n:m	1024315
Gh_D03G1256	Zm00001d010535	1:m	1024229
Gh_A03G1543	Zm00001d050844	n:m	1024227
Gh_A04G0307	Zm00001d038970	1:01	1024114
Gh_D05G2369	Zm00001d048122	n:m	1024104
Gh_D09G1993	Zm00001d051009	1:01	1024103
Gh_A01G0656	Zm00001d023292	1:m	1024093
Gh_A01G0169	Zm00001d044945	1:m	1024080
Gh_A06G1757	Zm00001d003393	n:m	1024058
Gh_D06G2359	Zm00001d052742	n:m	1024046
Gh_A06G1443	Zm00001d024128	n:m	1024045
Gh_D05G2855	Zm00001d047760	1:m	1023958
Gh_A09G0990	Zm00001d003076	1:m	1023920
Gh_A01G1959	Zm00001d028755	n:m	1023872
Gh_A13G2035	Zm00001d037993	n:m	1023870
Gh_D05G1017	Zm00001d047727	n:m	1023869
Gh_D08G2142	Zm00001d010504	n:m	1023868
Gh_D05G2744	Zm00001d051809	1:m	1023844
Gh_A06G0525	Zm00001d046471	1:m	1023832
Gh_A12G2693	Zm00001d039337	1:m	1023822
Gh_A08G1060	Zm00001d040734	1:m	1023790
Gh_D09G1196	Zm00001d031450	1:m	1023752
Gh_A11G0511	Zm00001d051586	n:m	1023716
Gh_D11G3452	Zm00001d017790	n:m	1023714
Gh_D08G2753	Zm00001d029198	1:m	1023684
Gh_A05G1483	Zm00001d034509	1:m	1023625
Gh_D09G0270	Zm00001d002356	1:m	1023594
Gh_A12G0004	Zm00001d011314	n:m	1023566
Gh_D08G2438	Zm00001d016835	1:m	1023551
Gh_D08G1478	Zm00001d046898	n:m	1023481
Gh_D08G1958	Zm00001d043352	1:m	1023453
Gh_D12G0938	Zm00001d029919	1:m	1023452
Gh_D07G0746	Zm00001d036345	n:m	1023420
Gh_D09G0078	Zm00001d012394	n:m	1023419
Gh_D03G1540	Zm00001d053084	n:m	1023415
Gh_A03G1991	Zm00001d035881	n:m	1023410
Gh_A13G0317	Zm00001d012831	n:m	1023271
Gh_A06G1553	Zm00001d042435	1:m	1023269
Gh_D13G0356	Zm00001d034876	n:m	1023268
Gh_A04G1238	Zm00001d044213	1:m	1023267
Gh_A12G2319	Zm00001d044552	1:m	1023266
Gh_A06G0353	Zm00001d047063	1:m	1023230
Gh_A05G0576	Zm00001d011835	1:m	1023183
Gh_A10G1065	Zm00001d048204	n:m	1023162
Gh_D10G1450	Zm00001d028181	n:m	1023161
Gh_D08G2639	Zm00001d002933	n:m	1023154
Gh_D02G2395	Zm00001d026283	1:m	1023136
Gh_A11G1165	Zm00001d041415	1:m	1023088
Gh_A07G1825	Zm00001d012118	1:m	1023067
Gh_A07G1603	Zm00001d035925	n:m	1022871
Gh_A12G2695	Zm00001d049187	1:m	1022861
Gh_D02G1051	Zm00001d014383	1:m	1022857
Gh_A13G0305	Zm00001d009582	1:01	1022856
Gh_D07G0871	Zm00001d050810	1:m	1022855
Gh_A10G0523	Zm00001d044267	1:m	1022854
Gh_A06G0584	Zm00001d043514	1:m	1022853
Gh_D08G0560	Zm00001d042184	n:m	1022850
Gh_A09G0255	Zm00001d043555	1:01	1022818
Gh_Sca004937G01	Zm00001d039856	1:m	1022817
Gh_A03G1433	Zm00001d031480	1:m	1022816
Gh_A08G1040	Zm00001d041612	n:m	1022780
Gh_D13G0850	Zm00001d029534	n:m	1022774
Gh_A13G0726	Zm00001d047292	n:m	1022773
Gh_D05G2856	Zm00001d028702	1:m	1022732
Gh_A13G2200	Zm00001d045421	1:m	1022675
Gh_D11G0431	Zm00001d021508	n:m	1022607
Gh_A11G0248	Zm00001d021511	n:m	1022606
Gh_A12G1968	Zm00001d006388	n:m	1022605
Gh_A07G0364	Zm00001d018903	n:m	1022602
Gh_D08G1877	Zm00001d004159	n:m	1022540
Gh_A12G2023	Zm00001d015890	n:m	1022538
Gh_D03G0589	Zm00001d049522	1:m	1022537
Gh_D12G1718	Zm00001d039568	1:m	1022505
Gh_A05G4025	Zm00001d031041	1:m	1022482
Gh_A12G0896	Zm00001d006440	n:m	1022433
Gh_A08G0249	Zm00001d021557	n:m	1022426
Gh_A01G0605	Zm00001d026402	n:m	1022419
Gh_D11G1258	Zm00001d038240	1:m	1022351
Gh_D11G1580	Zm00001d044555	n:m	1022350
Gh_A01G1022	Zm00001d033401	n:m	1022346
Gh_D01G1077	Zm00001d041229	n:m	1022344
Gh_D11G1742	Zm00001d048361	1:m	1022340
Gh_D05G2673	Zm00001d011872	1:01	1022335
Gh_A05G3185	Zm00001d030860	1:m	1022334
Gh_A07G1673	Zm00001d000077	n:m	1022333
Gh_A05G1223	Zm00001d007865	1:m	1022331
Gh_A12G1860	Zm00001d030133	1:m	1022330
Gh_D02G1347	Zm00001d040343	n:m	1022318
Gh_A03G0961	Zm00001d008293	n:m	1022316
Gh_A05G2230	Zm00001d047238	1:m	1022184
Gh_A06G1917	Zm00001d036894	n:m	1022183
Gh_D06G0526	Zm00001d046492	n:m	1022179
Gh_D10G1527	Zm00001d033955	1:01	1022133
Gh_D06G1282	Zm00001d049712	1:m	1022120
Gh_D08G1553	Zm00001d006439	n:m	1022064
Gh_A10G1383	Zm00001d050823	1:m	1021929
Gh_A13G1912	Zm00001d009803	n:m	1021919
Gh_A09G0982	Zm00001d037663	n:m	1021917
Gh_A06G0967	Zm00001d051711	n:m	1021915
Gh_D06G1143	Zm00001d014972	n:m	1021899
Gh_A05G0977	Zm00001d014974	n:m	1021897
Gh_D05G1087	Zm00001d051707	n:m	1021895
Gh_A05G1413	Zm00001d033933	1:m	1021832
Gh_A04G0664	Zm00001d011001	1:m	1021773
Gh_A02G0149	Zm00001d016002	1:m	1021756
Gh_D09G0040	Zm00001d023695	n:m	1021656
Gh_A05G1214	Zm00001d053801	1:m	1021648
Gh_A09G0042	Zm00001d023698	n:m	1021646
Gh_A10G0217	Zm00001d051988	1:m	1021640
Gh_A03G1734	Zm00001d008310	1:m	1021628
Gh_D10G0084	Zm00001d033110	1:m	1021625
Gh_D07G1878	Zm00001d007871	1:m	1021505
Gh_D09G0600	Zm00001d024855	n:m	1021443
Gh_A06G2012	Zm00001d013116	n:m	1021424
Gh_Sca004883G03	Zm00001d034361	n:m	1021414
Gh_D05G2930	Zm00001d018043	1:m	1021413
Gh_A02G1158	Zm00001d014575	1:m	1021369
Gh_D01G2151	Zm00001d021719	1:m	1021329
Gh_A09G1109	Zm00001d026547	1:m	1021259
Gh_D11G3214	Zm00001d020003	n:m	1021218
Gh_A03G1030	Zm00001d013431	n:m	1021217
Gh_A01G1733	Zm00001d053296	n:m	1021215
Gh_D02G1422	Zm00001d033744	n:m	1021211
Gh_D01G1981	Zm00001d053295	n:m	1021210
Gh_D04G1888	Zm00001d031275	1:01	1021188
Gh_A07G0265	Zm00001d036718	1:m	1021167
Gh_D12G2307	Zm00001d009888	1:m	1021125
Gh_D05G1816	Zm00001d048944	1:m	1021060
Gh_A06G0069	Zm00001d033775	n:m	1021043
Gh_D04G1108	Zm00001d002003	n:m	1021041
Gh_A03G0403	Zm00001d018415	n:1	1021018
Gh_A08G0253	Zm00001d036112	n:m	1020962
Gh_D08G0342	Zm00001d036110	n:m	1020961
Gh_A13G0166	Zm00001d029030	n:m	1020577
Gh_A04G1153	Zm00001d038218	n:m	1020528
Gh_Sca015485G01	Zm00001d010236	n:m	1020525
Gh_D05G2407	Zm00001d042600	n:m	1020524
Gh_D09G2344	Zm00001d011478	n:1	1020497
